portal_id,title_ru,title_en
1084,Письма инженера Ассонова Владимира Васильевича к К.Э. Циолковскому,Letters from engineer Assonov Vladimir Vasilyevich to K. E. Tsiolkovsky
1085,Письмо А. Ассоновой (матери А.В. и В.В. Ассоновых) к К.Э. Циолковскому,Letter from A. Assonova (mother of A. V. and V. V. Assonov) to K. E. Tsiolkovsky
1086,Письмо Афанасенко Василия Константиновича к К.Э. Циолковскому,Letter from Afanasenko Vasily Konstantinovich to K. E. Tsiolkovsky
1087,Письмо В.П. Афанасьева к К.Э. Циолковскому,Letter from V. P. Afanasyev to K. E. Tsiolkovsky
1088,Письмо И.Н. Бабикова к К.Э. Циолковскому,Letter from I. N. Babikov to K. E. Tsiolkovsky
1089,Письмо В.Н. Баданина к К.Э. Циолковскому,Letter from V. N. Badanin to K. E. Tsiolkovsky
1090,"Письма председателя ""Культурно-земельного общества"" Баженова Бориса Васильевича к К.Э. Циолковскому","Letters from chairman of the ""Cultural-Land Society"" Bazhenov Boris Vasilyevich to K. E. Tsiolkovsky"
1091,Письмо Валентина Балашова к К.Э. Циолковскому,Letter from Valentin Balashov to K. E. Tsiolkovsky
1092,Письмо Балашовых Алексея и Ксении к К.Э. Циолковскому,Letter from Alexei and Ksenia Balashov to K. E. Tsiolkovsky
1093,Письмо профессора Банахевича Тадеуша Артуровича к К.Э. Циолковскому,Letter from professor Banachiewicz Tadeusz Arturovich to K. E. Tsiolkovsky
1094,Письмо В.Н. Банухина к К.Э. Циолковскому,Letter from V. N. Banukhin to K. E. Tsiolkovsky
1095,Письмо Ф.П. Барсукова к К.Э. Циолковскому,Letter from F. P. Barsukov to K. E. Tsiolkovsky
1096,Письма Бартко Александра И. к К.Э. Циолковскому,Letters from Bartko Alexander I. to K. E. Tsiolkovsky
1097,Письмо Батиева к К.Э. Циолковскому,Letter from Batiev to K. E. Tsiolkovsky
1098,Письма Бачинского Алексея Иосифовича к К.Э. Циолковскому,Letters from Bachinsky Alexei Iosifovich to K. E. Tsiolkovsky
1099,Письма Башкирова Ивана Сергеевича к К.Э. Циолковскому,Letters from Bashkirov Ivan Sergeevich to K. E. Tsiolkovsky
1100,Письмо профессора Безсонова Сергея Васильевича К.Э. Циолковскому,Letter from professor Bezsonov Sergei Vasilyevich to K. E. Tsiolkovsky
1101,Письмо студентки Энергетического института (3-й курс) Безсоновой Елены Сергеевны (дочь проф. С.В. Безсонова) к К.Э. Циолковскому,Letter from student of the Energy Institute (3rd year) Bezsonova Elena Sergeevna (daughter of prof. S. V. Bezsonov) to K. E. Tsiolkovsky
1102,Письмо Бека Александра (Веска) к К.Э. Циолковскому,Letter from Bek Alexander (Veska) to K. E. Tsiolkovsky
1103,Письмо медсестры А.В. Беккаревич к К.Э. Циолковскому,Letter from nurse A. V. Bekkarevich to K. E. Tsiolkovsky
1104,Письмо А. Белавенцева к К.Э. Циолковскому,Letter from A. Belaventsev to K. E. Tsiolkovsky
1105,Письма Белевича Бориса Александровича к К.Э. Циолковскому,Letters from Belevich Boris Alexandrovich to K. E. Tsiolkovsky
1106,Письмо инженер-строителя М.Н. Белевцева к К.Э. Циолковскому,Letter from construction engineer M. N. Belevtsev to K. E. Tsiolkovsky
1107,Письмо Беленкова Павла Ивановича к К.Э. Циолковскому,Letter from Belenkov Pavel Ivanovich to K. E. Tsiolkovsky
1108,Письма юрисконсульта и друга детства Белопольского Петра Васильевича к К.Э. Циолковскому,Letters from legal counsel and childhood friend Belopolsky Petr Vasilyevich to K. E. Tsiolkovsky
1109,Письмо Белоусовой Марьи к К.Э. Циолковскому,Letter from Belousova Marya to K. E. Tsiolkovsky
1110,Письмо писателя Беляева Александра Романовича к К.Э. Циолковскому,Letter from writer Alexander Romanovich Belyaev to K. E. Tsiolkovsky
1111,Письмо Беляевой М. (жена писателя А.Р. Беляева) к К.Э. Циолковскому,Letter from Belyaeva M. (wife of writer A. R. Belyaev) to K. E. Tsiolkovsky
1112,Письмо Бергера Наума к К.Э. Циолковскому,Letter from Berger Naum to K. E. Tsiolkovsky
1113,Письмо Береснева С. к К.Э. Циолковскому,Letter from Beresnev S. to K. E. Tsiolkovsky
1114,Письмо Бескишкина С.Н. и Спотапуло Н.К. к К.Э. Циолковскому,Letter from Beskishkin S. N. and Spotapulo N. K. to K. E. Tsiolkovsky
1115,Письмо студента 4 курса Московского химического техникума Бесчастного Алексея к К.Э. Циолковскому,Letter from 4th-year student of the Moscow Chemical Technical School Beschastny Alexei to K. E. Tsiolkovsky
1116,"Письмо учителя, члена ЦГИРДа Бикчентаева Анвера Гадеевича к К.Э. Циолковскому","Letter of teacher, member of the Central Group for the Study of Reactive Motion (TsGIRD) Bikchentaev Anver Gadeevich to K. E. Tsiolkovsky"
1117,Письмо Бирючинского к К.Э. Циолковскому,Letter of Biryuchinsky to K. E. Tsiolkovsky
1118,Письмо инженера Бихеле Глеба к К.Э. Циолковскому,Letter of engineer Bikhele Gleb to K. E. Tsiolkovsky
1119,Письма Благовещенского Бориса Сергеевича к К.Э. Циолковскому,Letters of Boris Sergeevich Blagoveshchensky to K. E. Tsiolkovsky
1120,Письма Блохинцева Дмитрия И. к К.Э. Циолковскому,Letters of Blokhintsev Dmitry I. to K. E. Tsiolkovsky
1121,Письмо Бобовича В.М. к К.Э. Циолковскому,Letter of Bobovich V.M. to K. E. Tsiolkovsky
1122,Письмо Богданова П.С. к К.Э. Циолковскому,Letter of Bogdanov P.S. to K. E. Tsiolkovsky
1123,Письмо инженера-технопога пирогенных процессов Московского технологического института Богодарова А.Н. к К.Э. Циолковскому,Letter of engineer-technologist of pyrogenic processes of the Moscow Technological Institute Bogodarov A.N. to K. E. Tsiolkovsky
1124,Письмо Богольнова Михаила к К.Э. Циолковскому,Letter of Bogolnov Mikhail to K. E. Tsiolkovsky
1125,Письмо Бодло А.А. к К.Э. Циолковскому,Letter of Bodlo A.A. to K. E. Tsiolkovsky
1126,Письмо студента 3 курса наземных сооружений В. Ф.(уч[ебно]-стр[оительный] комбинат) В.А. Бокулева к К.Э. Циолковскому,Letter of 3rd-year student of ground structures V. F. (educational-construction combine) V.A. Bokulev to K. E. Tsiolkovsky
1127,Письмо Болотрикова Павла Ивановича к К.Э. Циолковскому,Letter of Bolotrikov Pavel Ivanovich to K. E. Tsiolkovsky
1128,Письма Борисова Александра С. к К.Э. Циолковскому,Letters of Borisov Alexander S. to K. E. Tsiolkovsky
1129,Письмо Борисова Ив[ана] Петр[овича] к К.Э. Циолковскому,Letter of Borisov Iv[an] Petr[ovich] to K. E. Tsiolkovsky
1130,Письма студента П. Борисова к К.Э. Циолковскому,Letters of student P. Borisov to K. E. Tsiolkovsky
1131,Письмо Борисовой Нины к К.Э. Циолковскому,Letter of Borisova Nina to K. E. Tsiolkovsky
1132,Письмо сотрудника группы реактивных двигателей [ГРД] Бородаева Ив[ана] к К.Э. Циолковскому,Letter of staff member of the reactive engine group [GRD] Borodaev Iv[an] to K. E. Tsiolkovsky
1133,Письмо члена общества Р.О.Л.М. Бородулина Николая К. к К.Э. Циолковскому,Letter of member of the R.O.L.M. society Borodulin Nikolai K. to K. E. Tsiolkovsky
1134,Письмо студента авиационного техникума Н.Н. Боронина к К.Э. Циолковскому,Letter of aviation technical school student N.N. Boronin to K. E. Tsiolkovsky
1135,Письма студента Электро-механического техникума Борща Виктора Петровича к К.Э. Циолковскому,Letters of Electro-Mechanical Technical School student Borshch Viktor Petrovich to K. E. Tsiolkovsky
1136,Письма Босенко Петра Петровича к К.Э. Циолковскому,Letters of Bosenko Pyotr Petrovich to K. E. Tsiolkovsky
1137,Письмо лектора-антирелигиозника (педагога) Ю.В. Бошенятова к К.Э. Циолковскому,Letter of anti-religious lecturer (educator) Yu.V. Boshenyatov to K. E. Tsiolkovsky
1138,Письма инженера Б.Н. Брандта к К.Э. Циолковскому,Letters of engineer B.N. Brandt to K. E. Tsiolkovsky
1139,"Письма [агронома, милиоратора] Бровареца Алексея Евдокимовича к К.Э. Циолковскому","Letters of [agronomist, land reclamation specialist] Brovarets Alexei Yevdokimovich to K. E. Tsiolkovsky"
1140,Письма писателя Брюгеля Веркера (Brugl W.) к К.Э. Циолковскому,Letters of writer Brugel Verker (Brugl W.) to K. E. Tsiolkovsky
1141,Письмо А.П. Булавенко к К.Э. Циолковскому,Letter of A.P. Bulavenko to K. E. Tsiolkovsky
1142,Письмо токаря государственного завода пишущих машин Булатова Рауфа Вафича к К.Э. Циолковскому,Letter of lathe operator of the state typewriter factory Bulatov Rauf Vafich to K. E. Tsiolkovsky
1143,Письмо Бунескула Евгения Григорьевича к К.Э. Циолковскому,Letter of Buneskul Yevgeny Grigoryevich to K. E. Tsiolkovsky
1144,Письмо инженера воздушного флота Бураго Георгия Федоровича к К.Э. Циолковскому,Letter of air fleet engineer Burago Georgy Fedorovich to K. E. Tsiolkovsky
1145,Письма поэта-футуриста Бурлюка Давида Давидовича к К.Э. Циолковскому,Letters of futurist poet Burliuk David Davidovich to K. E. Tsiolkovsky
1146,Письмо А. Бурмистрова к К.Э. Циолковскому,Letter of A. Burmistrov to K. E. Tsiolkovsky
1147,Письма Бутурлина Сергея Александровича к К.Э. Циолковскому,Letters of Buturlin Sergei Alexandrovich to K. E. Tsiolkovsky
1148,Письмо Буховеца Виталия к К.Э. Циолковскому,Letter of Bukhovets Vitaly to K. E. Tsiolkovsky
1149,"Письмо слесаря-инструментальщика, студента 4 курса рабфака Быкова Леонида Тихоновича к К.Э. Циолковскому","Letter of tool-fitter, 4th-year student of the workers' faculty Bykov Leonid Tikhonovich to K. E. Tsiolkovsky"
1150,Письмо изобретателя Ю. Былинского к К.Э. Циолковскому,Letter of inventor Yu. Bylinsky to K. E. Tsiolkovsky
1151,Письмо юриста Быстрицкого Александра Евгеньевича к К.Э. Циолковскому,Letter of lawyer Bystritsky Alexander Yevgenyevich to K. E. Tsiolkovsky
1152,Письмо артиста миманса ГАБТ (мимического ансамбля) Бычкова Гарри к К.Э. Циолковскому,Letter of mime ensemble artist of the Bolshoi Theater (GABT) Bychkov Harry to K. E. Tsiolkovsky
1153,Письмо Бычковского Влад[имир]а к К.Э. Циолковскому,Letter of Bychkovsky Vlad[imir] to K. E. Tsiolkovsky
1154,Письмо А. Вакулича к К.Э. Циолковскому,Letter of A. Vakulich to K. E. Tsiolkovsky
1155,Письмо студента Московского автодорожного института В.П. Ванчурова к К.Э. Циолковскому,"Letter of V. P. Vanchurov, student of the Moscow Automobile and Road Institute, to K. E. Tsiolkovsky"
1156,Письмо педагога-математика Васильева Александра Андреевича к К.Э. Циолковскому,"Letter of Vasilyev Alexander Andreyevich, mathematics teacher, to K. E. Tsiolkovsky"
1157,Письма Л.А. Васильева к К.Э. Циолковскому,Letters of L. A. Vasilyev to K. E. Tsiolkovsky
1158,Письма студента Ленинградского авиатехникума Васяева Григория к К.Э. Циолковскому,"Letters of Grigory Vasyaev, student of the Leningrad Aviation Technical School, to K. E. Tsiolkovsky"
1159,Письмо В. Венгерова к К.Э. Циолковскому,Letter of V. Vengerov to K. E. Tsiolkovsky
1160,Письма Верьяненкова Якова Карповича к К.Э. Циолковскому,Letters of Veryanenkov Yakov Karpovich to K. E. Tsiolkovsky
1161,Письмо Т.Е. Вестмана к К.Э. Циолковскому,Letter of T. E. Vestman to K. E. Tsiolkovsky
1162,Письмо профессора Ветчинкина Владимира Петровича к К.Э. Циолковскому,Letter of Professor Vetchinkin Vladimir Petrovich to K. E. Tsiolkovsky
1163,"Письмо инженера, доцента Ленинградского Лесного института Ветчинкина Николая Сергеевича к К.Э. Циолковскому","Letter of Vetchinkin Nikolai Sergeyevich, engineer, docent of the Leningrad Forestry Institute, to K. E. Tsiolkovsky"
1164,Письмо школьников В. Вигдерчана и А. Гауза к К.Э. Циолковскому,Letter of schoolchildren V. Vigderchan and A. Gauz to K. E. Tsiolkovsky
1165,Письмо Виницкой Ольги В. к К.Э. Циолковскому,Letter of Vinitskaya Olga V. to K. E. Tsiolkovsky
1166,Письмо ассистента секретаря Королевского общества Р. Винкворта (Winckworth R) к К.Э. Циолковскому,"Letter of R. Winckworth (Winckworth R), assistant secretary of the Royal Society, to K. E. Tsiolkovsky"
1167,Письмо учителя К. Виноградова к К.Э. Циолковскому,"Letter of K. Vinogradov, teacher, to K. E. Tsiolkovsky"
1168,Письмо студента 4 курса Московского авиационного института Винокура Ильи Федоровича к К.Э. Циолковскому,"Letter of Vinokur Ilya Fedorovich, 4th-year student of the Moscow Aviation Institute, to K. E. Tsiolkovsky"
1169,Письма начальника отрганизационного отдела общего отдела Главвоздухфлота Вишнева Владимира Михайловича к К.Э. Циолковскому,"Letters of Vishnev Vladimir Mikhailovich, head of the organizational section of the general department of Glavvozdukhflot, to K. E. Tsiolkovsky"
1170,Письмо Н. Вишнякова к К.Э. Циолковскому,Letter of N. Vishnyakov to K. E. Tsiolkovsky
1171,Письмо Вишнякова Сергея Владимировича к К.Э. Циолковскому,Letter of Vishnyakov Sergei Vladimirovich to K. E. Tsiolkovsky
1172,Письмо Войды Александра Николаевича к К.Э. Циолковскому,Letter of Voyda Alexander Nikolayevich to K. E. Tsiolkovsky
1173,Письма Волкова Ивана Ивановича к К.Э. Циолковскому,Letters of Volkov Ivan Ivanovich to K. E. Tsiolkovsky
1174,"Письмо Студента 3 курса Ленинградского индустриального политехникума, Волкова Ник[олая] Зос[имовича] к К.Э. Циолковскому","Letter of Volkov Nik[olai] Zos[imovich], 3rd-year student of the Leningrad Industrial Polytechnic School, to K. E. Tsiolkovsky"
1175,Письма Н.М. Волкова к К.Э. Циолковскому,Letters of N. M. Volkov to K. E. Tsiolkovsky
1176,Письмо Волынской Марии Алексеевны к К.Э. Циолковскому,Letter of Volynskaya Maria Alekseyevna to K. E. Tsiolkovsky
1177,"Письма инженера, преподавателя Института инженеров путей сообщения, Ленинградского Политехнического института и Военной воздухоплавательной школы к К.Э. Циолковскому","Letters of an engineer, lecturer of the Institute of Railway Engineers, the Leningrad Polytechnic Institute and the Military Aeronautical School, to K. E. Tsiolkovsky"
1178,Письмо инженера Воробьева Бориса Никитича к К.Э. Циолковскому,"Letter of Vorobyev Boris Nikitich, engineer, to K. E. Tsiolkovsky"
1179,Письмо Воробьёвой Варвары Ивановны к К.Э. Циолковскому,Letter of Vorobyova Varvara Ivanovna to K. E. Tsiolkovsky
1180,Письмо В.В. Ворошилова к К.Э. Циолковскому,Letter of V. V. Voroshilov to K. E. Tsiolkovsky
1181,Письмо Н.Д. Восокобойникова к К.Э. Циолковскому,Letter of N. D. Vosokoboynikov to K. E. Tsiolkovsky
1182,Письма Выгузова Александра Андреевича к К.Э. Циолковскому,Letters of Vyguzov Alexander Andreyevich to K. E. Tsiolkovsky
1183,Письмо Гаврилова к К.Э. Циолковскому,Letter of Gavrilov to K. E. Tsiolkovsky
1184,Письма Галаховой Варвары Яковлевной к К.Э. Циолковскому,Letters of Galakhova Varvara Yakovlevna to K. E. Tsiolkovsky
1185,Письмо В. Галицкого к К.Э. Циолковскому,Letter of V. Galitsky to K. E. Tsiolkovsky
1186,Письма Галкина Нила к К.Э. Циолковскому,Letters of Galkin Nil to K. E. Tsiolkovsky
1187,Письма М.А. Гарбузова к К.Э. Циолковскому,Letters of M. A. Garbuzov to K. E. Tsiolkovsky
1188,Письмо Гейнаца Игоря Григорьевича к К.Э. Циолковскому,Letter of Geynats Igor Grigoryevich to K. E. Tsiolkovsky
1189,Письма писателя Геко Юрия Вячеславовича к К.Э. Циолковскому,"Letters of Geko Yuri Vyacheslavovich, writer, to K. E. Tsiolkovsky"
1190,"Письмо рабочего завода ""Самоточка"", студента ВТУЗа Герасимова Марка к К.Э. Циолковскому","Letter of Gerasimov Mark, worker at the ""Samotochka"" plant, student of a VTUZ, to K. E. Tsiolkovsky"
1191,"Письма технического редактора журнала ""Аэростат"", издаваемого ОДВФ РСФСР, Германа Юрия Николаевича к К.Э. Циолковскому","Letters of German Yuri Nikolayevich, technical editor of the journal ""Aerostat"", published by the ODVF RSFSR, to K. E. Tsiolkovsky"
1192,Письмо Гильберта Степана Фомича к К.Э. Циолковскому,Letter of Gilbert Stepan Fomich to K. E. Tsiolkovsky
1193,Письмо Я.С. Гинцбурга к К.Э. Циолковскому,Letter from Ya. S. Gintsburg to K. E. Tsiolkovsky
1194,Письмо слушателя Академии Военно-воздушного флота РККА Глазова Сергея Сергеевича к К.Э. Циолковскому,"Letter from Sergei Sergeevich Glazov, a student of the Air Force Academy of the RKKA, to K. E. Tsiolkovsky"
1195,Письмо писателя Глебова к К.Э. Циолковскому,Letter from the writer Glebov to K. E. Tsiolkovsky
1196,Письмо Б.В. Глебовича к К.Э. Циолковскому,Letter from B. V. Glebovich to K. E. Tsiolkovsky
1197,Письмо Глухарева Николая Поликар[повича] к К.Э. Циолковскому,Letter from Nikolai Polikar[povich] Glukharev to K. E. Tsiolkovsky
1198,Письма инженера Глушко Валентина Петровича к К.Э. Циолковскому,Letters from the engineer Valentin Petrovich Glushko to K. E. Tsiolkovsky
1199,Письма Голитовского Геннадия к К.Э. Циолковскому,Letters from Gennady Golitovsky to K. E. Tsiolkovsky
1200,Письмо студентов 1-го Петроградского политехнического института им. Калинина Л. Голубева и К. Кор[...]а к К.Э. Циолковскому,"Letter from L. Golubev and K. Kor[...]a, students of the 1st Petrograd Polytechnic Institute named after Kalinin, to K. E. Tsiolkovsky"
1201,Письма бывшего ученика Калужского уездного училища Гольцова Ивана Алексеевича к К.Э. Циолковскому,"Letters from Ivan Alekseevich Goltsov, a former pupil of the Kaluga uyezd school, to K. E. Tsiolkovsky"
1202,Письма А.Н. Гордова к К.Э. Циолковскому,Letters of A. N. Gordov to K. E. Tsiolkovsky
1203,Письмо С.И. Городова к К.Э. Циолковскому,Letter from S. I. Gorodov to K. E. Tsiolkovsky
1204,Телеграмма писателя М. Горького [Алексей Максимович Пешков] к К.Э. Циолковскому,Telegram from the writer M. Gorky [Alexei Maksimovich Peshkov] to K. E. Tsiolkovsky
1205,Письмо члена кружка любителей физики и астрономии Горяинова к К.Э. Циолковскому,"Letter from Goryainov, a member of the physics and astronomy amateurs' circle, to K. E. Tsiolkovsky"
1206,Письмо Гофедитца Ник[олая] к К.Э. Циолковскому,Letter from Nik[olai] Gofeditts to K. E. Tsiolkovsky
1207,Письмо писателя Граве Сергея Людвиговича к К.Э. Циолковскому,Letter from the writer Sergei Ludvigovich Grave to K. E. Tsiolkovsky
1208,Письмо красноармейца Гребенюка к К.Э. Циолковскому,Letter from the Red Army soldier Grebenyuk to K. E. Tsiolkovsky
1209,Письма Грибакина Германа Васильевича к К.Э. Циолковскому,Letters from German Vasilyevich Gribakin to K. E. Tsiolkovsky
1210,Письмо учителя Григорьева Аркадия Петровича к К.Э. Циолковскому,Letter from the teacher Arkady Petrovich Grigoriev to K. E. Tsiolkovsky
1211,Письмо Григорьева А.Я к К.Э. Циолковскому,Letter from A. Ya. Grigoriev to K. E. Tsiolkovsky
1212,Письмо студента машиностроительного факультета Московского ВТУЗа Григорьева Сергея Николаевича к К.Э. Циолковскому,"Letter from Sergei Nikolaevich Grigoriev, a student of the mechanical engineering faculty of the Moscow VTUZ, to K. E. Tsiolkovsky"
1213,Письма студента Высшего Московского технического училища инженерно-строительного факультета Груздева Петра Алексеевича к К.Э. Циолковскому,"Letters from Pyotr Alekseevich Gruzdev, a student of the civil engineering faculty of the Moscow Higher Technical School, to K. E. Tsiolkovsky"
1214,Письма от В. Гулина к К.Э. Циолковскому,Letters from V. Gulin to K. E. Tsiolkovsky
1215,Письмо М. Гуревича к К.Э. Циолковскому,Letter from M. Gurevich to K. E. Tsiolkovsky
1216,Письмо профессора Смоленского государственного университета М. Даняна к К.Э. Циолковскому,"Letter from M. Danyan, a professor of Smolensk State University, to K. E. Tsiolkovsky"
1217,Письмо [писателя] Дашевского Бориса Леонтьевича к К.Э. Циолковскому,Letter from [the writer] Boris Leontyevich Dashevsky to K. E. Tsiolkovsky
1218,Письмо Демидова Константина Васильевича к К.Э. Циолковскому,Letter from Konstantin Vasilyevich Demidov to K. E. Tsiolkovsky
1219,Письмо студента МИЭИ Демина Алексея Петровича к К.Э. Циолковскому,"Letter from Alexei Petrovich Demin, a student of the MIEI, to K. E. Tsiolkovsky"
1220,Письмо Н. Дерибазова к К.Э. Циолковскому,Letter from N. Deribazov to K. E. Tsiolkovsky
1221,Письмо аспиранта НИИ физики инженера электромеханика Лаборатории Московского электрозавода Джапаридзе Виктора Аркадьевича к К.Э. Циолковскому,"Letter from Viktor Arkadyevich Dzhaparidze, a graduate student at the Physics Research Institute, engineer-electromechanic of the Laboratory of the Moscow Elektrozavod, to K. E. Tsiolkovsky"
1222,"Письма учительницы Дмитриевой Елизаветы Николаевны, жены авиатора Дмитриева Николая Михайловича к К.Э. Циолковскому","Letters from the teacher Elizaveta Nikolaevna Dmitrieva, wife of the aviator Nikolai Mikhailovich Dmitriev, to K. E. Tsiolkovsky"
1223,Письмо Дневского Ивана Александровича к К.Э. Циолковскому,Letter from Ivan Alexandrovich Dnevsky to K. E. Tsiolkovsky
1224,Письмо Добрецова Николая Николаевича к К.Э. Циолковскому,Letter from Nikolai Nikolaevich Dobretsov to K. E. Tsiolkovsky
1225,Письмо Доброгаева Игоря к К.Э. Циолковскому,Letter from Igor Dobrogaev to K. E. Tsiolkovsky
1226,Письмо Дондука Виктора к К.Э. Циолковскому,Letter from Viktor Donduk to K. E. Tsiolkovsky
1227,Письмо слесаря И. Доронина к К.Э. Циолковскому,Letter from the locksmith I. Doronin to K. E. Tsiolkovsky
1228,Письмо профессора Сибирской сельскохозяйственной Академии Драверта Петра Людовиков[ича] к К.Э. Циолковскому,"Letter from Pyotr Lyudvikov[ich] Dravert, a professor of the Siberian Agricultural Academy, to K. E. Tsiolkovsky"
1229,Письмо инженера-конструктора С.Н. Драновского к К.Э. Циолковскому,Letter from the design engineer S. N. Dranovsky to K. E. Tsiolkovsky
1230,Письмо Драчука Сергея Матвеевича к К.Э. Циолковскому,Letter from Sergei Matveevich Drachuk to K. E. Tsiolkovsky
1231,Письмо члена Русского общества любителей мироведения (РОЛМ) Р.Л. Дрейзина к К.Э. Циолковскому,"Letter from R. L. Dreizin, a member of the Russian Society of World-Study Amateurs (ROLM), to K. E. Tsiolkovsky"
1232,Письма члена Русского общества любителей мироведения (РОЛМ) С. Дроздова к К.Э. Циолковскому,"Letters from S. Drozdov, a member of the Russian Society of World-Study Amateurs (ROLM), to K. E. Tsiolkovsky"
1233,Письмо рабочего М.К. Дружинина к К.Э. Циолковскому,Letter of worker M. K. Druzhinin to K. E. Tsiolkovsky
1234,Письмо Н. Дубинского к К.Э. Циолковскому,Letter of N. Dubinsky to K. E. Tsiolkovsky
1235,Письмо Дугина Сергея Александровича к К.Э. Циолковскому,Letter of Dugin Sergei Alexandrovich to K. E. Tsiolkovsky
1236,Письма председателя кружка юных любителей астрономии и физики Думаревского Сергея Сергеевича к К.Э. Циолковскому,Letters of the chairman of the circle of young amateurs of astronomy and physics Dumarevsky Sergei Sergeevich to K. E. Tsiolkovsky
1237,Письмо журналиста В.А. Дылева к К.Э. Циолковскому,Letter of the journalist V. A. Dylev to K. E. Tsiolkovsky
1238,Письма учителя Технической школы И.А. Дьякова к К.Э. Циолковскому,Letters of the teacher of the Technical School I. A. Dyakov to K. E. Tsiolkovsky
1239,Письмо Дюнина Аркадия Константиновича к К.Э. Циолковскому,Letter of Dyunin Arkady Konstantinovich to K. E. Tsiolkovsky
1240,Письмо профессора Томского технологического института М.И. Евдокимова-Ростоцкого к К.Э. Циолковскому,Letter of the professor of the Tomsk Technological Institute M. I. Evdokimov-Rostotsky to K. E. Tsiolkovsky
1241,Письмо журналиста С.С. Емелина к К.Э. Циолковскому,Letter of the journalist S. S. Emelin to K. E. Tsiolkovsky
1242,Письмо Емельянова Ал. Ив[ановича] к К.Э. Циолковскому,Letter of Emelyanov Al. Iv[anovich] to K. E. Tsiolkovsky
1243,Письмо студента Есменского Игоря к К.Э. Циолковскому,Letter of the student Esmensky Igor to K. E. Tsiolkovsky
1244,Письмо Ефимова Вл[адимира] Вас[ильевича] к К.Э. Циолковскому,Letter of Efimov Vl[adimir] Vas[ilyevich] to K. E. Tsiolkovsky
1245,Письма начинающего писателя Ефременкова Василия Конс[тантиновича] к К.Э. Циолковскому,Letters of the beginning writer Efremenkov Vasily Kons[tantinovich] to K. E. Tsiolkovsky
1246,Письмо преподавателя курсов Ефремова Леонида Ник. к К.Э. Циолковскому,Letter of the course instructor Efremov Leonid Nik. to K. E. Tsiolkovsky
1247,Письмо секретаря научно-технического кружка авиастроительного факультета Ленинградского политехнического института им. М.И. Калинина Н. Ефремова к К.Э. Циолковскому,Letter of the secretary of the scientific-technical circle of the aircraft-building faculty of the Leningrad Polytechnic Institute named after M. I. Kalinin N. Efremov to K. E. Tsiolkovsky
1248,Письма Желтова Федора Алексеевича к К.Э. Циолковскому,Letters of Zheltov Fyodor Alekseevich to K. E. Tsiolkovsky
1249,Письмо сотрудника физико-механического института инженерной Акакдемии Н.А. Желудева к К.Э. Циолковскому,Letter of the staff member of the physico-mechanical institute of the Engineering Academy N. A. Zheludev to K. E. Tsiolkovsky
1250,"Письмо инженера-механика, конструктора преподавателя ВУЗ-ов Л. Жигалина к К.Э. Циолковскому","Letter of the mechanical engineer, designer, teacher of higher educational institutions L. Zhigalin to K. E. Tsiolkovsky"
1251,"Письмо инструментальщика спичечной фабрики ""Красная звезда"" Жукова Василия Григорьевича к К.Э. Циолковскому","Letter of the tool maker of the ""Krasnaya Zvezda"" match factory Zhukov Vasily Grigoryevich to K. E. Tsiolkovsky"
1252,Письмо инженера И.Д. Жукова к К.Э. Циолковскому,Letter of the engineer I. D. Zhukov to K. E. Tsiolkovsky
1253,Письма кинорежиссера Журавлева Василия Николаевича к К.Э. Циолковскому,Letters of the film director Zhuravlev Vasily Nikolaevich to K. E. Tsiolkovsky
1254,Письма литератора Заболоцкого Николая Алексеевича к К.Э. Циолковскому,Letters of the writer Zabolotsky Nikolai Alekseevich to K. E. Tsiolkovsky
1255,Письмо студента Днепропетровского Горного института геологоразведочного факультета Заводовского Василия Ивановича к К.Э. Циолковскому,Letter of the student of the Dnepropetrovsk Mining Institute geological prospecting faculty Zavodovsky Vasily Ivanovich to K. E. Tsiolkovsky
1256,Письмо надсмотрщика телеграфа Закауро Александра Никифоровича к К.Э. Циолковскому,Letter of the telegraph overseer Zakauro Alexander Nikiforovich to K. E. Tsiolkovsky
1257,Письмо П. Зальцмана к К.Э. Циолковскому,Letter of P. Zaltsman to K. E. Tsiolkovsky
1258,Письма П.А. Запольского к К.Э. Циолковскому,Letters of P. A. Zapolsky to K. E. Tsiolkovsky
1259,Письмо штурмана дальнего плаванья Заславского Владимира Алексеевича к К.Э. Циолковскому,Letter of the ocean-going navigator Zaslavsky Vladimir Alekseevich to K. E. Tsiolkovsky
1260,Письмо учителя Захарина Ивана Николаевича к К.Э. Циолковскому,Letter of the teacher Zakharin Ivan Nikolaevich to K. E. Tsiolkovsky
1261,Письмо Захарова М. к К.Э. Циолковскому,Letter of Zakharov M. to K. E. Tsiolkovsky
1262,Письмо Зеленкова Василия Васильевича к К.Э. Циолковскому,Letter of Zelenkov Vasily Vasilyevich to K. E. Tsiolkovsky
1263,Письмо химика Зиновьева Михаила Григорьевича к К.Э. Циолковскому,Letter of the chemist Zinovyev Mikhail Grigoryevich to K. E. Tsiolkovsky
1264,Письмо рабочего-монтера телефона и телеграфа Знатнова Николая Васильевича к К.Э. Циолковскому,Letter of the telephone and telegraph fitter Znatnov Nikolai Vasilyevich to K. E. Tsiolkovsky
1265,Письмо Зонтарева А. к К.Э. Циолковскому,Letter of Zontarev A. to K. E. Tsiolkovsky
