path,hand,pitch_peak,pitch_agree,ink_cv,gap_cv,height_cv,bands
data/opis_1/delo_0084/012.jpg,1,0.643,0.817,2.513,1.351,1.598,33
data/opis_1/delo_0084/014.jpg,1,0.525,1.0,1.083,1.181,1.149,20
data/opis_1/delo_0084/015.jpg,0,0.821,1.0,1.705,1.613,1.654,11
data/opis_1/delo_0084/016.jpg,1,0.735,1.0,1.406,1.371,0.841,10
data/opis_1/delo_0084/017.jpg,1,0.682,1.0,1.496,1.093,0.956,17
data/opis_1/delo_0084/018.jpg,1,0.723,1.0,1.219,1.5,0.745,16
data/opis_1/delo_0084/019.jpg,1,0.668,1.0,1.529,1.259,1.012,25
data/opis_1/delo_0084/020.jpg,0,0.762,0.932,1.718,1.193,1.644,12
data/opis_1/delo_0084/021.jpg,1,0.713,1.0,1.48,1.543,0.836,23
data/opis_1/delo_0084/022.jpg,1,0.833,1.0,1.532,1.157,1.551,15
data/opis_1/delo_0084/023.jpg,1,0.718,1.0,1.597,1.325,0.587,21
data/opis_1/delo_0084/024.jpg,1,0.706,1.0,1.442,1.69,0.81,21
data/opis_1/delo_0084/025.jpg,1,0.636,1.0,1.136,1.509,1.176,15
data/opis_1/delo_0084/026.jpg,1,0.691,1.0,1.223,1.477,0.789,22
data/opis_1/delo_0084/027.jpg,0,0.651,0.301,1.342,1.42,0.893,19
data/opis_1/delo_0084/028.jpg,0,0.643,1.0,0.999,1.319,0.857,27
data/opis_1/delo_0084/029.jpg,1,0.816,0.932,2.075,1.733,1.576,12
data/opis_1/delo_0084/030.jpg,1,0.642,1.0,1.117,1.42,1.073,22
data/opis_1/delo_0084/031.jpg,1,0.599,1.0,1.154,1.293,0.517,25
data/opis_1/delo_0084/032.jpg,1,0.725,0.643,1.45,1.304,1.213,26
data/opis_1/delo_0084/033.jpg,1,0.601,1.0,1.369,1.546,0.812,28
data/opis_1/delo_0084/034.jpg,1,0.611,1.0,1.246,1.906,0.726,6
data/opis_1/delo_0084/035.jpg,1,0.679,1.0,1.359,1.478,0.415,32
data/opis_1/delo_0084/036.jpg,1,0.633,1.0,1.008,1.391,0.151,15
data/opis_1/delo_0084/037.jpg,1,0.587,1.0,1.364,1.122,1.297,6
data/opis_1/delo_0084/038.jpg,1,0.526,0.371,1.419,1.532,0.767,15
data/opis_1/delo_0084/039.jpg,0,0.742,1.0,2.558,1.476,1.527,6
data/opis_1/delo_0084/040.jpg,0,0.773,1.0,1.671,1.611,1.557,13
data/opis_1/delo_0084/041.jpg,0,0.884,1.0,2.076,1.398,1.255,12
data/opis_1/delo_0084/042.jpg,1,0.764,0.693,1.751,1.324,1.475,13
data/opis_1/delo_0084/043.jpg,0,0.799,1.0,1.838,1.478,0.918,10
data/opis_1/delo_0084/044.jpg,1,0.425,0.643,1.292,1.123,0.579,47
data/opis_1/delo_0084/045.jpg,0,0.824,1.0,1.948,1.445,1.685,13
data/opis_1/delo_0084/047.jpg,0,0.676,1.0,1.989,1.219,1.29,8
data/opis_1/delo_0084/048.jpg,0,0.738,1.0,1.316,1.578,0.397,17
data/opis_1/delo_0084/049.jpg,0,0.645,1.0,1.257,1.299,1.061,24
data/opis_1/delo_0084/050.jpg,0,0.81,1.0,1.238,1.09,0.866,20
data/opis_1/delo_0084/051.jpg,1,0.697,1.0,1.464,1.277,0.879,25
data/opis_1/delo_0084/052.jpg,0,0.782,1.0,1.327,1.131,0.98,19
data/opis_1/delo_0084/053.jpg,1,0.625,1.0,1.263,1.249,0.547,23
data/opis_1/delo_0084/054.jpg,1,0.649,1.0,1.329,1.538,0.85,19
data/opis_1/delo_0084/055.jpg,1,0.579,1.0,1.19,1.544,1.308,18
data/opis_1/delo_0084/056.jpg,1,0.714,1.0,1.176,1.349,0.575,22
data/opis_1/delo_0084/057.jpg,1,0.664,1.0,1.465,1.337,1.255,17
data/opis_1/delo_0084/058.jpg,1,0.601,0.894,1.39,1.453,1.306,20
data/opis_1/delo_0084/059.jpg,1,0.746,1.0,1.487,1.395,0.718,16
data/opis_1/delo_0084/060.jpg,1,0.687,1.0,1.341,1.301,1.287,10
data/opis_1/delo_0084/061.jpg,1,0.808,0.845,2.363,1.438,1.395,17
data/opis_1/delo_0084/062.jpg,1,0.756,1.0,2.058,1.305,1.634,20
data/opis_1/delo_0084/063.jpg,1,0.55,1.0,1.051,1.349,0.773,33
data/opis_1/delo_0084/064.jpg,1,0.722,0.935,1.853,1.535,1.385,13
data/opis_1/delo_0084/065.jpg,1,0.63,1.0,1.071,1.439,0.215,15
data/opis_1/delo_0084/066.jpg,0,0.553,0.208,0.358,1.098,0.105,24
data/opis_1/delo_0084/067.jpg,0,0.443,0.407,0.352,1.885,0.398,29
data/opis_1/delo_0084/068.jpg,0,0.5,0.559,0.374,1.131,0.413,34
data/opis_1/delo_0084/069.jpg,0,0.484,0.438,0.391,1.493,0.385,28
data/opis_1/delo_0084/070.jpg,0,0.523,0.569,0.429,1.449,0.309,26
data/opis_1/delo_0084/071.jpg,0,0.643,0.675,0.377,2.315,0.121,20
data/opis_1/delo_0084/072.jpg,1,0.739,1.0,1.746,1.465,1.102,21
data/opis_1/delo_0084/073.jpg,0,0.535,0.229,0.789,1.273,0.669,21
data/opis_1/delo_0084/074.jpg,0,0.535,0.434,0.388,2.062,0.422,34
data/opis_1/delo_0084/075.jpg,0,0.457,0.609,0.337,1.138,0.189,32
data/opis_1/delo_0084/076.jpg,1,0.469,0.522,0.394,1.789,0.336,34
data/opis_1/delo_0084/077.jpg,0,0.394,0.582,0.363,1.464,0.21,33
data/opis_1/delo_0084/078.jpg,0,0.352,0.567,0.418,1.103,0.308,35
data/opis_1/delo_0084/079.jpg,1,0.429,0.11,0.332,1.022,0.265,31
data/opis_1/delo_0084/080.jpg,0,0.475,0.341,0.251,2.72,0.374,31
data/opis_1/delo_0084/081.jpg,0,0.514,0.58,0.347,1.628,0.199,27
data/opis_1/delo_0084/082.jpg,0,0.433,0.335,0.288,1.097,0.319,29
data/opis_1/delo_0084/083.jpg,0,0.42,0.265,0.342,1.038,0.26,25
data/opis_1/delo_0084/084.jpg,0,0.416,0.425,0.282,1.011,0.3,31
data/opis_1/delo_0084/085.jpg,0,0.446,0.351,0.311,1.132,0.39,29
data/opis_1/delo_0084/086.jpg,0,0.448,0.312,0.261,1.007,0.306,34
data/opis_1/delo_0084/087.jpg,1,0.493,0.454,0.326,1.936,0.366,31
data/opis_1/delo_0084/088.jpg,0,0.399,0.442,0.303,1.039,0.057,27
data/opis_1/delo_0084/089.jpg,0,0.366,0.191,0.326,1.153,0.149,28
data/opis_1/delo_0084/090.jpg,0,0.465,0.72,0.329,1.41,0.099,30
data/opis_1/delo_0084/091.jpg,0,0.362,0.32,0.317,1.004,0.079,30
data/opis_1/delo_0084/092.jpg,0,0.434,0.473,0.308,1.198,0.343,30
data/opis_1/delo_0084/093.jpg,0,0.492,0.449,0.302,2.913,0.166,31
data/opis_1/delo_0084/094.jpg,0,0.412,0.335,0.288,1.103,0.081,28
data/opis_1/delo_0084/095.jpg,0,0.469,0.338,0.348,1.899,0.105,29
data/opis_1/delo_0084/096.jpg,0,0.481,0.134,0.33,1.1,0.308,31
data/opis_1/delo_0084/097.jpg,0,0.519,0.135,0.352,1.6,0.349,23
data/opis_1/delo_0084/098.jpg,1,0.623,0.867,1.255,1.619,1.162,29
data/opis_1/delo_0084/099.jpg,1,0.54,0.821,1.185,1.762,1.067,28
data/opis_1/delo_0084/100.jpg,1,0.755,1.0,1.598,1.587,0.688,29
data/opis_1/delo_0084/101.jpg,1,0.559,1.0,1.422,1.372,1.221,29
data/opis_1/delo_0084/102.jpg,1,0.667,0.265,2.463,2.034,1.832,28
data/opis_1/delo_0084/103.jpg,1,0.557,0.568,1.48,1.111,1.364,10
data/opis_1/delo_0084/104.jpg,1,0.731,1.0,2.013,1.44,1.278,11
data/opis_1/delo_0084/105.jpg,1,0.736,1.0,1.304,2.17,0.907,22
data/opis_1/delo_0084/106.jpg,1,0.84,1.0,2.392,1.943,1.263,5
data/opis_1/delo_0084/107.jpg,0,0.546,0.113,0.424,0.967,0.103,24
data/opis_1/delo_0084/108.jpg,0,0.622,0.23,0.482,1.004,0.172,24
data/opis_1/delo_0084/109.jpg,0,0.597,0.243,0.272,1.007,0.391,32
data/opis_1/delo_0084/110.jpg,0,0.486,0.243,0.253,0.962,0.15,30
data/opis_1/delo_0084/111.jpg,0,0.494,0.134,0.264,1.003,0.239,32
data/opis_1/delo_0084/112.jpg,0,0.447,0.336,0.292,1.019,0.249,33
data/opis_1/delo_0084/113.jpg,0,0.398,0.318,0.305,0.97,0.186,32
data/opis_1/delo_0084/114.jpg,0,0.361,0.489,0.328,1.101,0.198,25
data/opis_1/delo_0084/115.jpg,0,0.397,0.393,0.353,1.147,0.436,33
data/opis_1/delo_0084/116.jpg,0,0.433,0.508,0.364,1.068,0.367,30
data/opis_1/delo_0084/117.jpg,0,0.403,0.444,0.395,1.072,0.331,29
data/opis_1/delo_0084/118.jpg,0,0.417,0.41,0.381,1.005,0.2,25
data/opis_1/delo_0084/119.jpg,0,0.387,0.56,0.403,1.254,0.336,32
data/opis_1/delo_0084/120.jpg,0,0.412,0.559,0.428,1.301,0.328,28
data/opis_1/delo_0084/121.jpg,0,0.379,0.712,0.399,1.312,0.262,32
data/opis_1/delo_0084/122.jpg,0,0.42,0.396,0.364,1.005,0.324,30
data/opis_1/delo_0084/123.jpg,0,0.351,0.607,0.45,1.045,0.13,27
data/opis_1/delo_0084/124.jpg,0,0.542,0.307,0.287,1.028,0.064,27
data/opis_1/delo_0084/125.jpg,0,0.52,0.324,0.329,1.032,0.1,29
data/opis_1/delo_0084/126.jpg,0,0.43,0.105,0.372,1.098,0.12,30
data/opis_1/delo_0084/127.jpg,0,0.512,0.203,0.358,0.993,0.242,27
data/opis_1/delo_0084/128.jpg,0,0.569,1.0,0.362,1.186,0.071,30
data/opis_1/delo_0084/129.jpg,0,0.577,1.0,0.351,1.082,0.19,29
data/opis_1/delo_0084/130.jpg,0,0.516,-0.171,0.399,1.037,0.165,29
data/opis_1/delo_0084/131.jpg,0,0.429,0.283,0.387,1.126,0.206,29
data/opis_1/delo_0084/132.jpg,0,0.472,0.53,0.365,1.042,0.276,22
data/opis_1/delo_0084/133.jpg,0,0.544,0.225,0.395,1.104,0.172,24
data/opis_1/delo_0084/134.jpg,0,0.543,0.388,0.377,1.279,0.388,32
data/opis_1/delo_0084/135.jpg,0,0.413,0.655,0.364,1.241,0.135,30
data/opis_1/delo_0084/136.jpg,0,0.445,0.467,0.356,1.116,0.3,33
data/opis_1/delo_0084/137.jpg,0,0.355,0.494,0.386,1.055,0.292,33
data/opis_1/delo_0084/138.jpg,0,0.353,0.559,0.412,1.045,0.128,32
data/opis_1/delo_0084/139.jpg,0,0.443,0.091,0.295,0.991,0.205,26
data/opis_1/delo_0084/140.jpg,1,0.568,1.0,0.357,0.99,0.333,30
data/opis_1/delo_0084/141.jpg,0,0.606,0.332,0.441,1.067,0.328,30
data/opis_1/delo_0084/142.jpg,0,0.553,0.307,0.372,1.033,0.204,27
data/opis_1/delo_0084/143.jpg,0,0.546,0.279,0.41,0.996,0.173,24
data/opis_1/delo_0084/144.jpg,0,0.527,0.181,0.39,1.064,0.259,31
data/opis_1/delo_0084/145.jpg,0,0.563,0.141,0.426,1.007,0.309,28
data/opis_1/delo_0084/146.jpg,0,0.449,0.079,0.387,1.046,0.201,31
data/opis_1/delo_0084/147.jpg,0,0.501,0.072,0.451,1.176,0.394,32
data/opis_1/delo_0084/148.jpg,0,0.422,0.096,0.436,1.04,0.298,30
data/opis_1/delo_0084/149.jpg,0,0.671,1.0,0.53,1.05,0.116,27
data/opis_1/delo_0084/150.jpg,0,0.573,0.324,0.442,1.059,0.058,29
data/opis_1/delo_0084/151.jpg,0,0.611,0.298,0.606,1.028,0.066,30
data/opis_1/delo_0084/152.jpg,0,0.628,0.307,0.498,1.065,0.168,27
data/opis_1/delo_0084/153.jpg,0,0.673,1.0,0.546,1.152,0.049,30
data/opis_1/delo_0084/154.jpg,0,0.627,1.0,0.435,1.118,0.188,29
data/opis_1/delo_0084/155.jpg,0,0.573,-0.237,0.512,1.062,0.129,28
data/opis_1/delo_0084/156.jpg,0,0.403,0.199,0.443,1.102,0.282,30
data/opis_1/delo_0084/157.jpg,0,0.518,0.141,0.359,1.136,0.26,22
data/opis_1/delo_0084/158.jpg,1,0.701,1.0,1.938,1.401,0.881,21
data/opis_1/delo_0084/159.jpg,1,0.651,1.0,1.703,1.456,1.498,13
data/opis_1/delo_0084/160.jpg,1,0.684,0.932,1.696,1.345,1.452,12
data/opis_1/delo_0084/161.jpg,1,0.65,1.0,1.367,1.125,1.407,9
data/opis_1/delo_0292/000.jpg,1,0.637,0.52,1.324,1.474,2.007,19
data/opis_1/delo_0292/001.jpg,1,0.668,0.727,1.786,1.361,1.306,10
data/opis_1/delo_0292/002.jpg,0,0.381,0.131,0.717,1.183,1.324,17
data/opis_1/delo_0043/000.jpg,0,0.701,0.874,3.372,1.307,2.15,16
data/opis_1/delo_0043/001.jpg,1,0.433,1.0,1.132,1.357,0.55,41
data/opis_1/delo_0043/002.jpg,1,0.601,1.0,1.304,1.324,1.947,21
data/opis_1/delo_0043/003.jpg,1,0.508,1.0,0.982,1.32,1.687,22
data/opis_1/delo_0043/004.jpg,1,0.601,1.0,1.063,1.102,1.521,23
data/opis_1/delo_0043/005.jpg,1,0.548,0.315,0.983,1.559,1.279,24
data/opis_1/delo_0043/006.jpg,1,0.707,1.0,1.512,1.422,1.663,11
data/opis_1/delo_0043/007.jpg,1,0.607,1.0,1.277,1.33,1.505,16
data/opis_1/delo_0043/008.jpg,1,0.608,1.0,1.01,1.396,1.61,16
data/opis_1/delo_0043/009.jpg,1,0.614,1.0,1.542,1.166,1.216,25
data/opis_1/delo_0043/010.jpg,1,0.672,1.0,2.01,1.472,1.451,14
data/opis_1/delo_0043/011.jpg,1,0.528,1.0,1.342,1.026,1.671,25
data/opis_1/delo_0043/012.jpg,1,0.613,0.424,1.301,1.277,1.517,14
data/opis_1/delo_0043/013.jpg,1,0.509,1.0,1.243,1.543,1.651,30
data/opis_1/delo_0043/014.jpg,1,0.573,1.0,1.045,1.093,1.469,20
data/opis_1/delo_0043/015.jpg,1,0.464,0.264,1.047,1.306,1.084,34
data/opis_1/delo_0043/016.jpg,1,0.662,1.0,1.296,1.251,1.555,11
data/opis_1/delo_0043/017.jpg,1,0.556,0.0,1.233,1.464,1.292,20
data/opis_1/delo_0043/018.jpg,1,0.749,1.0,1.2,1.122,1.303,10
data/opis_1/delo_0043/019.jpg,1,0.54,1.0,0.985,1.358,1.776,18
data/opis_1/delo_0043/020.jpg,1,0.686,1.0,1.612,1.204,1.669,16
data/opis_1/delo_0043/021.jpg,1,0.498,1.0,1.063,1.269,1.344,26
data/opis_1/delo_0043/022.jpg,1,0.628,1.0,1.225,1.387,1.673,12
data/opis_1/delo_0043/023.jpg,1,0.598,0.642,1.233,1.294,1.673,13
data/opis_1/delo_0043/024.jpg,1,0.625,1.0,1.311,1.202,1.488,15
data/opis_1/delo_0043/025.jpg,1,0.488,0.645,1.217,1.295,1.468,24
data/opis_1/delo_0043/026.jpg,1,0.563,1.0,1.063,1.086,1.455,12
data/opis_1/delo_0043/027.jpg,0,0.642,1.0,1.177,1.256,1.971,12
data/opis_1/delo_0043/028.jpg,1,0.657,1.0,1.323,1.237,1.947,14
data/opis_1/delo_0043/029.jpg,0,0.719,1.0,1.746,1.432,1.657,12
data/opis_1/delo_0043/030.jpg,1,0.811,1.0,1.561,1.407,1.651,6
data/opis_1/delo_0043/031.jpg,1,0.619,0.507,2.042,1.627,0.837,19
data/opis_1/delo_0043/032.jpg,1,0.797,1.0,1.963,1.264,0.349,17
data/opis_1/delo_0043/033.jpg,1,0.622,1.0,1.509,1.256,1.041,20
data/opis_1/delo_0043/034.jpg,1,0.556,1.0,1.365,1.826,1.314,11
data/opis_1/delo_0043/035.jpg,0,0.731,1.0,1.159,1.74,0.707,30
data/opis_1/delo_0053/000.jpg,0,0.712,0.525,1.203,1.711,0.484,19
data/opis_1/delo_0053/001.jpg,0,0.78,1.0,1.247,1.443,0.981,24
data/opis_1/delo_0053/002.jpg,0,0.777,1.0,1.187,1.55,0.237,30
data/opis_1/delo_0053/003.jpg,1,0.73,1.0,1.1,1.48,0.487,33
data/opis_1/delo_0282/000.jpg,0,0.433,0.824,1.807,0.89,1.76,16
data/opis_1/delo_0282/002.jpg,1,0.617,0.528,1.649,0.911,1.324,4
data/opis_1/delo_0282/003.jpg,1,0.645,1.0,1.19,1.016,1.957,7
data/opis_1/delo_0282/004.jpg,1,0.664,1.0,1.484,1.442,2.182,8
data/opis_1/delo_0282/005.jpg,1,0.782,1.0,2.25,1.39,1.781,9
data/opis_1/delo_0282/006.jpg,0,0.648,0.874,1.703,1.436,2.488,16
data/opis_1/delo_0282/007.jpg,1,0.793,1.0,1.864,1.368,1.968,14
data/opis_1/delo_0282/008.jpg,1,0.663,0.689,1.81,1.544,1.656,18
data/opis_1/delo_0282/009.jpg,1,0.781,1.0,1.866,1.242,1.978,18
data/opis_1/delo_0282/010.jpg,1,0.7,0.728,1.497,1.814,2.042,17
data/opis_1/delo_0282/011.jpg,1,0.788,0.542,2.703,1.541,2.033,17
data/opis_1/delo_0282/012.jpg,1,0.65,1.0,1.315,1.463,2.153,15
data/opis_1/delo_0282/013.jpg,1,0.783,0.596,2.231,1.464,1.988,19
data/opis_1/delo_0282/014.jpg,0,0.838,1.0,2.421,1.557,0.589,9
data/opis_1/delo_0282/015.jpg,1,0.792,1.0,2.362,1.146,2.159,18
data/opis_1/delo_0282/016.jpg,1,0.742,1.0,1.489,1.428,0.649,15
data/opis_1/delo_0282/017.jpg,1,0.649,0.947,1.985,1.297,0.72,21
data/opis_1/delo_0282/018.jpg,1,0.698,1.0,1.325,1.24,1.807,21
data/opis_1/delo_0282/019.jpg,1,0.702,1.0,1.369,1.407,1.714,14
data/opis_1/delo_0282/020.jpg,1,0.825,0.896,1.795,1.255,1.89,21
data/opis_1/delo_0282/021.jpg,1,0.743,1.0,1.756,1.634,1.73,9
data/opis_1/delo_0282/022.jpg,0,0.844,1.0,2.284,1.329,1.743,17
data/opis_1/delo_0282/023.jpg,0,0.785,0.872,2.674,1.142,1.841,13
data/opis_1/delo_0282/024.jpg,1,0.856,0.857,1.739,1.369,1.59,20
data/opis_1/delo_0282/025.jpg,1,0.708,1.0,1.887,1.371,1.762,7
data/opis_1/delo_0282/026.jpg,1,0.787,1.0,1.833,1.23,1.84,17
data/opis_1/delo_0282/027.jpg,1,0.735,1.0,1.583,1.176,1.944,9
data/opis_1/delo_0282/028.jpg,1,0.846,1.0,2.003,1.298,1.481,15
data/opis_1/delo_0282/029.jpg,1,0.724,1.0,1.607,1.304,1.664,8
data/opis_1/delo_0282/030.jpg,1,0.784,0.821,2.243,1.399,1.265,45
data/opis_1/delo_0282/031.jpg,1,0.613,0.745,1.73,1.527,2.211,32
data/opis_1/delo_0282/032.jpg,1,0.597,0.682,1.683,1.553,2.294,22
data/opis_1/delo_0282/033.jpg,1,0.501,0.62,1.729,1.332,2.046,22
data/opis_1/delo_0282/034.jpg,1,0.797,0.798,2.786,1.323,1.941,11
data/opis_1/delo_0282/035.jpg,1,0.727,0.856,1.88,1.309,1.993,11
data/opis_1/delo_0282/036.jpg,1,0.802,0.868,2.037,1.364,2.223,16
data/opis_1/delo_0282/037.jpg,1,0.818,1.0,2.501,1.156,1.429,8
data/opis_1/delo_0282/038.jpg,1,0.841,0.752,2.286,1.225,1.161,6
data/opis_1/delo_0282/039.jpg,1,0.757,1.0,2.387,1.228,1.677,7
data/opis_1/delo_0282/040.jpg,1,0.867,1.0,2.467,1.392,1.566,11
data/opis_1/delo_0282/041.jpg,1,0.709,0.942,1.668,1.491,2.202,17
data/opis_1/delo_0094/000.jpg,0,0.687,0.47,1.328,2.093,0.437,18
data/opis_1/delo_0094/001.jpg,1,0.556,1.0,0.993,1.185,1.404,19
data/opis_1/delo_0094/003.jpg,0,0.416,0.412,0.49,1.19,0.027,12
data/opis_1/delo_0094/004.jpg,1,0.641,1.0,1.178,1.639,1.73,12
data/opis_1/delo_0094/005.jpg,1,0.763,1.0,1.139,1.081,1.413,11
data/opis_1/delo_0036/000.jpg,1,0.66,0.528,1.486,2.091,1.004,23
data/opis_1/delo_0036/002.jpg,1,0.759,0.958,1.508,2.185,1.053,34
data/opis_1/delo_0036/003.jpg,1,0.701,1.0,1.22,1.283,1.555,14
data/opis_1/delo_0036/004.jpg,1,0.796,1.0,1.268,1.125,1.249,17
data/opis_1/delo_0036/005.jpg,1,0.644,1.0,1.063,1.282,1.588,13
data/opis_1/delo_0036/006.jpg,1,0.784,1.0,1.654,1.305,1.536,11
data/opis_1/delo_0036/007.jpg,1,0.68,1.0,1.106,1.358,1.538,12
data/opis_1/delo_0036/008.jpg,1,0.905,1.0,1.659,1.313,0.609,4
data/opis_1/delo_0036/009.jpg,1,0.732,1.0,1.397,1.417,1.457,10
data/opis_1/delo_0036/010.jpg,1,0.827,1.0,2.171,1.839,1.451,9
data/opis_1/delo_0036/011.jpg,1,0.673,1.0,1.4,0.975,1.882,6
data/opis_1/delo_0036/012.jpg,1,0.726,1.0,1.397,1.322,1.683,9
data/opis_1/delo_0036/013.jpg,1,0.713,1.0,1.012,1.3,1.5,11
data/opis_1/delo_0036/014.jpg,1,0.644,0.236,1.286,1.166,1.616,20
data/opis_1/delo_0036/015.jpg,0,0.589,1.0,0.911,1.134,1.297,31
data/opis_1/delo_0036/016.jpg,1,0.704,1.0,0.841,1.145,1.523,19
data/opis_1/delo_0036/017.jpg,1,0.737,1.0,1.382,1.217,1.441,11
data/opis_1/delo_0036/018.jpg,1,0.843,1.0,1.718,1.113,1.219,10
data/opis_1/delo_0036/019.jpg,1,0.775,1.0,1.173,1.567,1.147,9
data/opis_1/delo_0036/020.jpg,1,0.781,1.0,0.89,1.086,1.167,9
data/opis_1/delo_0036/021.jpg,1,0.785,1.0,1.272,1.354,1.385,9
data/opis_1/delo_0036/022.jpg,0,0.482,1.0,0.814,1.89,1.655,10
data/opis_1/delo_0036/023.jpg,1,0.833,1.0,1.348,2.495,1.055,21
data/opis_1/delo_0067/000.jpg,0,0.609,0.425,1.304,1.722,2.08,17
data/opis_1/delo_0067/001.jpg,1,0.6,0.878,1.248,1.888,0.971,35
data/opis_1/delo_0067/002.jpg,1,0.47,0.395,1.158,1.691,0.962,51
data/opis_1/delo_0067/003.jpg,1,0.48,0.766,1.07,1.474,2.026,37
data/opis_1/delo_0067/004.jpg,1,0.555,0.224,1.257,1.656,1.472,27
data/opis_1/delo_0067/005.jpg,1,0.44,0.483,1.096,1.199,1.049,43
data/opis_1/delo_0067/007.jpg,1,0.418,0.122,1.13,1.321,1.261,45
data/opis_1/delo_0067/008.jpg,0,0.217,0.495,0.883,1.099,0.705,24
data/opis_1/delo_0067/009.jpg,0,0.276,0.456,0.928,1.141,0.576,24
data/opis_1/delo_0067/010.jpg,1,0.33,-0.147,0.94,1.275,0.739,45
data/opis_1/delo_0067/011.jpg,1,0.476,0.318,1.051,1.946,0.898,32
data/opis_1/delo_0067/012.jpg,1,0.483,0.008,1.024,1.616,0.649,49
data/opis_1/delo_0067/013.jpg,1,0.383,0.469,1.486,1.371,1.826,50
data/opis_1/delo_0067/014.jpg,1,0.634,1.0,1.066,1.325,0.469,31
data/opis_1/delo_0067/015.jpg,1,0.624,1.0,0.869,1.45,1.166,18
data/opis_1/delo_0067/016.jpg,1,0.706,0.772,1.25,1.331,0.692,39
data/opis_1/delo_0067/017.jpg,0,0.401,0.328,0.97,1.623,0.794,41
data/opis_1/delo_0067/018.jpg,1,0.594,1.0,0.936,1.433,0.336,20
data/opis_1/delo_0067/019.jpg,0,0.412,0.329,0.301,0.907,0.137,29
data/opis_1/delo_0067/020.jpg,1,0.436,0.553,1.847,1.112,1.524,33
data/opis_1/delo_0067/021.jpg,1,0.417,0.171,1.929,0.815,1.991,33
data/opis_1/delo_0067/022.jpg,0,0.344,0.559,1.14,1.072,0.714,51
data/opis_1/delo_0067/023.jpg,1,0.408,1.0,0.827,1.317,0.99,42
data/opis_1/delo_0067/024.jpg,1,0.463,0.026,1.142,1.497,0.797,46
data/opis_1/delo_0067/025.jpg,1,0.35,0.195,0.739,1.3,0.827,29
data/opis_1/delo_0067/026.jpg,1,0.505,-0.05,0.981,1.998,0.752,34
data/opis_1/delo_0067/027.jpg,1,0.351,0.193,1.079,1.019,1.016,55
data/opis_1/delo_0067/028.jpg,0,0.361,0.349,1.126,1.194,1.179,44
data/opis_1/delo_0067/029.jpg,1,0.299,0.383,0.991,1.017,1.091,51
data/opis_1/delo_0067/030.jpg,0,0.339,0.06,1.368,1.039,1.054,53
data/opis_1/delo_0067/033.jpg,0,0.39,0.443,0.907,1.439,0.754,45
data/opis_1/delo_0067/034.jpg,1,0.424,0.267,1.132,0.995,0.96,30
data/opis_1/delo_0067/035.jpg,0,0.313,0.037,1.008,0.975,0.881,40
data/opis_1/delo_0067/036.jpg,0,0.34,0.079,0.815,1.076,0.752,49
data/opis_1/delo_0067/037.jpg,0,0.341,-0.056,0.7,1.062,0.836,59
data/opis_1/delo_0067/038.jpg,0,0.318,0.725,0.869,1.15,0.705,60
data/opis_1/delo_0067/040.jpg,0,0.447,0.151,0.327,1.288,0.21,31
data/opis_1/delo_0067/041.jpg,1,0.372,-0.128,1.073,1.173,1.117,41
data/opis_1/delo_0067/042.jpg,1,0.574,1.0,1.515,1.438,1.473,10
data/opis_1/delo_0067/043.jpg,1,0.625,1.0,1.677,1.533,1.307,15
data/opis_1/delo_0067/044.jpg,0,0.554,1.0,1.956,1.234,1.351,6
data/opis_1/delo_0067/045.jpg,1,0.316,0.205,0.703,1.269,0.772,43
data/opis_1/delo_0067/046.jpg,1,0.323,0.098,0.804,0.992,0.915,61
data/opis_1/delo_0067/047.jpg,1,0.32,0.148,0.73,1.006,0.815,68
data/opis_1/delo_0067/048.jpg,1,0.305,0.156,0.801,1.063,1.007,61
data/opis_1/delo_0067/049.jpg,1,0.424,0.473,0.974,1.153,0.943,39
data/opis_1/delo_0067/050.jpg,1,0.213,0.144,0.813,1.202,0.841,36
data/opis_1/delo_0067/051.jpg,1,0.434,0.876,1.062,1.191,0.67,34
data/opis_1/delo_0067/052.jpg,1,0.262,-0.037,0.846,1.051,0.685,32
data/opis_1/delo_0067/053.jpg,1,0.43,0.848,0.987,1.467,0.864,40
data/opis_1/delo_0067/054.jpg,1,0.59,1.0,1.153,1.345,0.774,40
data/opis_1/delo_0067/055.jpg,1,0.441,1.0,0.92,1.049,0.538,39
data/opis_1/delo_0067/056.jpg,0,0.212,-0.001,0.974,0.995,0.885,26
data/opis_1/delo_0067/057.jpg,0,0.233,0.188,0.793,0.962,0.866,43
data/opis_1/delo_0067/058.jpg,0,0.439,0.067,0.241,0.916,0.139,30
data/opis_1/delo_0067/059.jpg,1,0.238,0.245,1.434,0.857,1.079,12
data/opis_1/delo_0067/060.jpg,0,0.271,0.461,1.284,1.556,1.196,27
data/opis_1/delo_0067/061.jpg,0,0.58,0.567,1.483,1.222,0.543,15
data/opis_1/delo_0067/062.jpg,0,0.633,0.42,1.616,1.227,0.921,15
data/opis_1/delo_0067/063.jpg,0,0.535,0.513,1.323,1.251,0.686,11
data/opis_1/delo_0067/064.jpg,1,0.417,0.461,1.273,1.329,0.787,14
data/opis_1/delo_0067/065.jpg,1,0.612,0.913,1.324,1.636,1.557,31
data/opis_1/delo_0067/066.jpg,1,0.657,0.904,1.713,1.548,1.031,36
data/opis_1/delo_0067/067.jpg,1,0.733,1.0,1.398,1.415,1.234,19
